year,sex,age_x,qx,lx,dx,upcase_lx,upcase_tx,ex
2007,Female,57,0.00379,96021,364,95839,2645314,27.5
2007,Female,58,0.00419,95657,400,95457,2549475,26.7
2007,Female,59,0.00461,95257,439,95038,2454018,25.8
2007,Female,60,0.00504,94818,478,94579,2358981,24.9
2007,Female,61,0.00549,94340,518,94081,2264402,24
2007,Female,62,0.00604,93822,566,93539,2170321,23.1
2007,Female,63,0.00669,93256,624,92944,2076782,22.3
2007,Female,64,0.00741,92632,686,92289,1983838,21.4
2007,Female,65,0.00813,91946,747,91573,1891549,20.6
2007,Female,66,0.00893,91199,814,90792,1799976,19.7
2007,Female,67,0.01001,90385,905,89933,1709184,18.9
2007,Female,68,0.01153,89480,1032,88964,1619252,18.1
2007,Female,69,0.01332,88448,1178,87859,1530288,17.3
2007,Female,70,0.01517,87270,1324,86608,1442429,16.5
2007,Female,71,0.01708,85946,1468,85212,1355821,15.8
2007,Female,72,0.01918,84478,1620,83668,1270609,15
2007,Female,73,0.02161,82858,1790,81963,1186941,14.3
2007,Female,74,0.02421,81068,1963,80087,1104978,13.6
2007,Female,75,0.02686,79105,2125,78043,1024891,13
2007,Female,76,0.02962,76980,2280,75840,946849,12.3
2007,Female,77,0.03276,74700,2447,73477,871009,11.7
2007,Female,78,0.03648,72253,2636,70935,797532,11
2007,Female,79,0.04051,69617,2820,68207,726597,10.4
2007,Female,80,0.04458,66797,2978,65308,658390,9.9
2007,Female,81,0.04878,63819,3113,62263,593082,9.3
2007,Female,82,0.05362,60706,3255,59079,530820,8.7
2007,Female,83,0.05964,57451,3426,55738,471741,8.2
2007,Female,84,0.06681,54025,3609,52221,416003,7.7
2007,Female,85,0.07427,50416,3744,48544,363783,7.2
2007,Female,86,0.08242,46672,3847,44749,315239,6.8
2007,Female,87,0.09132,42825,3911,40870,270490,6.3
2007,Female,88,0.10101,38914,3931,36949,229621,5.9
2007,Female,89,0.11154,34983,3902,33032,192672,5.5
2007,Female,90,0.12295,31081,3821,29171,159640,5.1
2007,Female,91,0.13529,27260,3688,25416,130470,4.8
2007,Female,92,0.1486,23572,3503,21821,105054,4.5
2007,Female,93,0.16291,20069,3270,18434,83233,4.1
2007,Female,94,0.17828,16799,2995,15302,64799,3.9
2007,Female,95,0.19471,13804,2688,12460,49498,3.6
2007,Female,96,0.21226,11116,2359,9937,37038,3.3
2007,Female,97,0.23092,8757,2022,7746,27101,3.1
2007,Female,98,0.25073,6735,1689,5891,19355,2.9
2007,Female,99,0.27168,5046,1371,4361,13465,2.7
2007,Female,100_and_over,1,3675,3675,9104,9104,2.5
2008,Total,0,0.00212,100000,212,99824,8089840,80.9
2008,Total,1,0.00016,99788,16,99780,7990016,80.1
2008,Total,2,0.00016,99772,16,99764,7890236,79.1
2008,Total,3,0.00015,99756,15,99749,7790472,78.1
2008,Total,4,0.00013,99741,13,99735,7690723,77.1
2008,Total,5,0.00011,99728,11,99723,7590989,76.1
2008,Total,6,0.0001,99717,10,99712,7491266,75.1
2008,Total,7,0.00009,99707,9,99703,7391554,74.1
2008,Total,8,0.00009,99698,9,99694,7291852,73.1
2008,Total,9,0.00009,99689,9,99685,7192158,72.1
2008,Total,10,0.0001,99680,10,99675,7092474,71.2
2008,Total,11,0.0001,99670,10,99665,6992799,70.2
2008,Total,12,0.00011,99660,11,99655,6893134,69.2
2008,Total,13,0.00013,99649,13,99643,6793479,68.2
2008,Total,14,0.00015,99636,15,99629,6693837,67.2
2008,Total,15,0.00018,99621,18,99612,6594208,66.2
2008,Total,16,0.0002,99603,20,99593,6494596,65.2
2008,Total,17,0.00023,99583,23,99572,6395003,64.2
2008,Total,18,0.00026,99560,25,99548,6295432,63.2
2008,Total,19,0.00029,99535,29,99521,6195884,62.2
2008,Total,20,0.00032,99506,32,99490,6096364,61.3
2008,Total,21,0.00035,99474,35,99457,5996874,60.3
2008,Total,22,0.00037,99439,37,99421,5897417,59.3
2008,Total,23,0.00038,99402,38,99383,5797997,58.3
2008,Total,24,0.00038,99364,38,99345,5698614,57.4
2008,Total,25,0.00038,99326,38,99307,5599269,56.4
2008,Total,26,0.00038,99288,37,99270,5499962,55.4
2008,Total,27,0.00038,99251,38,99232,5400692,54.4
2008,Total,28,0.00039,99213,38,99194,5301460,53.4
2008,Total,29,0.00039,99175,39,99156,5202266,52.5
2008,Total,30,0.0004,99136,40,99116,5103111,51.5
2008,Total,31,0.00041,99096,41,99076,5003995,50.5
2008,Total,32,0.00043,99055,43,99034,4904919,49.5
2008,Total,33,0.00046,99012,46,98989,4805886,48.5
2008,Total,34,0.0005,98966,50,98941,4706897,47.6
2008,Total,35,0.00054,98916,54,98889,4607956,46.6
2008,Total,36,0.00059,98862,58,98833,4509067,45.6
2008,Total,37,0.00064,98804,64,98772,4410234,44.6
2008,Total,38,0.00072,98740,71,98705,4311462,43.7
2008,Total,39,0.00081,98669,80,98629,4212757,42.7
2008,Total,40,0.0009,98589,89,98545,4114128,41.7
2008,Total,41,0.001,98500,98,98451,4015584,40.8
2008,Total,42,0.0011,98402,109,98348,3917133,39.8
2008,Total,43,0.00123,98293,121,98233,3818785,38.9
2008,Total,44,0.00136,98172,133,98106,3720553,37.9
2008,Total,45,0.00149,98039,146,97966,3622447,36.9
2008,Total,46,0.00164,97893,160,97813,3524481,36
2008,Total,47,0.00181,97733,177,97645,3426668,35.1
2008,Total,48,0.00204,97556,199,97457,3329024,34.1
2008,Total,49,0.00229,97357,223,97246,3231567,33.2
2008,Total,50,0.00256,97134,249,97010,3134322,32.3
2008,Total,51,0.00283,96885,274,96748,3037312,31.3
2008,Total,52,0.00313,96611,302,96460,2940564,30.4
2008,Total,53,0.00347,96309,334,96142,2844104,29.5
2008,Total,54,0.00382,95975,367,95792,2747962,28.6
2008,Total,55,0.00419,95608,401,95408,2652171,27.7
2008,Total,56,0.00457,95207,435,94990,2556763,26.9
2008,Total,57,0.00501,94772,475,94535,2461774,26
2008,Total,58,0.00553,94297,522,94036,2367239,25.1
2008,Total,59,0.0061,93775,572,93489,2273203,24.2
2008,Total,60,0.00667,93203,622,92892,2179714,23.4
2008,Total,61,0.00729,92581,675,92244,2086822,22.5
2008,Total,62,0.00804,91906,739,91537,1994579,21.7
2008,Total,63,0.009,91167,821,90757,1903042,20.9
2008,Total,64,0.01008,90346,910,89891,1812286,20.1
2008,Total,65,0.01117,89436,999,88937,1722395,19.3
2008,Total,66,0.01234,88437,1091,87892,1633458,18.5
2008,Total,67,0.01375,87346,1201,86746,1545567,17.7
2008,Total,68,0.01554,86145,1338,85476,1458821,16.9
2008,Total,69,0.01755,84807,1489,84063,1373345,16.2
2008,Total,70,0.01964,83318,1636,82500,1289283,15.5
2008,Total,71,0.02177,81682,1778,80793,1206783,14.8
2008,Total,72,0.02411,79904,1926,78941,1125990,14.1
2008,Total,73,0.02677,77978,2087,76935,1047049,13.4
2008,Total,74,0.02959,75891,2246,74768,970114,12.8
2008,Total,75,0.03246,73645,2390,72450,895346,12.2
2008,Total,76,0.03545,71255,2526,69992,822896,11.5
2008,Total,77,0.03888,68729,2672,67393,752904,11
2008,Total,78,0.04299,66057,2840,64637,685511,10.4
2008,Total,79,0.04748,63217,3002,61716,620874,9.8
2008,Total,80,0.05203,60215,3133,58649,559158,9.3
2008,Total,81,0.05668,57082,3236,55464,500510,8.8
2008,Total,82,0.06187,53846,3332,52180,445046,8.3
2008,Total,83,0.06809,50514,3439,48795,392866,7.8
2008,Total,84,0.0753,47075,3545,45303,344071,7.3
2008,Total,85,0.08285,43530,3607,41727,298769,6.9
2008,Total,86,0.09107,39923,3636,38105,257042,6.4
2008,Total,87,0.10001,36287,3629,34473,218937,6
2008,Total,88,0.1097,32658,3583,30867,184465,5.6
2008,Total,89,0.12021,29075,3495,27328,153598,5.3
2008,Total,90,0.13157,25580,3366,23897,126271,4.9
2008,Total,91,0.14384,22214,3195,20617,102374,4.6
2008,Total,92,0.15707,19019,2987,17526,81757,4.3
2008,Total,93,0.17131,16032,2746,14659,64232,4
2008,Total,94,0.1866,13286,2479,12047,49573,3.7
2008,Total,95,0.20299,10807,2194,9710,37526,3.5
2008,Total,96,0.22052,8613,1899,7664,27816,3.2
2008,Total,97,0.23923,6714,1606,5911,20153,3
2008,Total,98,0.25916,5108,1324,4446,14242,2.8
2008,Total,99,0.28034,3784,1061,3254,9796,2.6
2008,Total,100_and_over,1,2723,2723,6542,6542,2.4
2008,Male,0,0.00256,100000,256,99788,7841818,78.4
2008,Male,1,0.00015,99744,15,99737,7742030,77.6
2008,Male,2,0.00015,99729,15,99722,7642294,76.6
2008,Male,3,0.00014,99714,14,99707,7542572,75.6
2008,Male,4,0.00013,99700,13,99694,7442865,74.7
2008,Male,5,0.00013,99687,13,99681,7343172,73.7
2008,Male,6,0.00012,99674,12,99668,7243491,72.7
2008,Male,7,0.00012,99662,11,99657,7143823,71.7
2008,Male,8,0.00011,99651,11,99646,7044167,70.7
2008,Male,9,0.00011,99640,11,99635,6944521,69.7
2008,Male,10,0.00012,99629,12,99623,6844887,68.7
2008,Male,11,0.00012,99617,12,99611,6745264,67.7
2008,Male,12,0.00013,99605,13,99599,6645653,66.7
2008,Male,13,0.00016,99592,15,99585,6546054,65.7
2008,Male,14,0.00019,99577,19,99568,6446470,64.7
2008,Male,15,0.00022,99558,22,99547,6346902,63.8
2008,Male,16,0.00026,99536,26,99523,6247355,62.8
2008,Male,17,0.0003,99510,29,99496,6147832,61.8
2008,Male,18,0.00034,99481,34,99464,6048337,60.8
2008,Male,19,0.00039,99447,39,99428,5948873,59.8
2008,Male,20,0.00044,99408,44,99386,5849445,58.8
2008,Male,21,0.00049,99364,48,99340,5750059,57.9
2008,Male,22,0.00052,99316,52,99290,5650719,56.9
2008,Male,23,0.00054,99264,53,99238,5551429,55.9
2008,Male,24,0.00054,99211,54,99184,5452192,55
2008,Male,25,0.00054,99157,54,99130,5353008,54
2008,Male,26,0.00054,99103,54,99076,5253878,53
2008,Male,27,0.00054,99049,54,99022,5154802,52
2008,Male,28,0.00054,98995,54,98968,5055780,51.1
2008,Male,29,0.00054,98941,53,98915,4956812,50.1
2008,Male,30,0.00053,98888,52,98862,4857897,49.1
2008,Male,31,0.00053,98836,52,98810,4759035,48.2
2008,Male,32,0.00055,98784,54,98757,4660225,47.2
2008,Male,33,0.00059,98730,58,98701,4561468,46.2
2008,Male,34,0.00065,98672,64,98640,4462767,45.2
2008,Male,35,0.00071,98608,70,98573,4364127,44.3
2008,Male,36,0.00078,98538,77,98500,4265554,43.3
2008,Male,37,0.00085,98461,84,98419,4167055,42.3
2008,Male,38,0.00094,98377,93,98331,4068636,41.4
2008,Male,39,0.00104,98284,102,98233,3970305,40.4
2008,Male,40,0.00114,98182,112,98126,3872072,39.4
2008,Male,41,0.00125,98070,123,98009,3773946,38.5
2008,Male,42,0.00138,97947,135,97880,3675938,37.5
2008,Male,43,0.00153,97812,150,97737,3578058,36.6
2008,Male,44,0.0017,97662,166,97579,3480321,35.6
2008,Male,45,0.00187,97496,183,97405,3382742,34.7
2008,Male,46,0.00206,97313,200,97213,3285338,33.8
2008,Male,47,0.00229,97113,222,97002,3188125,32.8
2008,Male,48,0.00259,96891,251,96766,3091123,31.9
2008,Male,49,0.00293,96640,284,96498,2994357,31
2008,Male,50,0.00329,96356,317,96198,2897859,30.1
2008,Male,51,0.00366,96039,351,95864,2801662,29.2
2008,Male,52,0.00405,95688,387,95495,2705798,28.3
2008,Male,53,0.00448,95301,427,95088,2610304,27.4
2008,Male,54,0.00493,94874,468,94640,2515216,26.5
2008,Male,55,0.00539,94406,509,94152,2420576,25.6
2008,Male,56,0.00588,93897,552,93621,2326425,24.8
2008,Male,57,0.00646,93345,603,93044,2232804,23.9
2008,Male,58,0.00717,92742,665,92410,2139760,23.1
2008,Male,59,0.00796,92077,733,91711,2047351,22.2
2008,Male,60,0.00876,91344,800,90944,1955640,21.4
2008,Male,61,0.00962,90544,871,90109,1864696,20.6
2008,Male,62,0.01063,89673,953,89197,1774588,19.8
2008,Male,63,0.01189,88720,1055,88193,1685391,19
2008,Male,64,0.0133,87665,1166,87082,1597199,18.2
2008,Male,65,0.01473,86499,1274,85862,1510117,17.5
2008,Male,66,0.01624,85225,1384,84533,1424255,16.7
2008,Male,67,0.01801,83841,1510,83086,1339722,16
2008,Male,68,0.02021,82331,1664,81499,1256636,15.3
2008,Male,69,0.02265,80667,1827,79754,1175137,14.6
2008,Male,70,0.02516,78840,1984,77848,1095383,13.9
2008,Male,71,0.02774,76856,2132,75790,1017535,13.2
2008,Male,72,0.03058,74724,2285,73582,941745,12.6
2008,Male,73,0.03381,72439,2449,71215,868164,12
2008,Male,74,0.03725,69990,2607,68687,796949,11.4
2008,Male,75,0.04073,67383,2744,66011,728263,10.8
2008,Male,76,0.04437,64639,2868,63205,662252,10.2
2008,Male,77,0.04863,61771,3004,60269,599047,9.7
2008,Male,78,0.05383,58767,3163,57186,538778,9.2
2008,Male,79,0.05959,55604,3313,53948,481592,8.7
2008,Male,80,0.06546,52291,3423,50580,427645,8.2
2008,Male,81,0.07138,48868,3488,47124,377065,7.7
2008,Male,82,0.07773,45380,3527,43617,329941,7.3
2008,Male,83,0.08494,41853,3555,40076,286325,6.8
2008,Male,84,0.093,38298,3562,36517,246249,6.4
2008,Male,85,0.10158,34736,3528,32972,209732,6
2008,Male,86,0.11087,31208,3460,29478,176760,5.7
2008,Male,87,0.12093,27748,3356,26070,147282,5.3
2008,Male,88,0.13181,24392,3215,22785,121212,5
2008,Male,89,0.14355,21177,3040,19657,98428,4.6
2008,Male,90,0.15622,18137,2833,16721,78771,4.3
2008,Male,91,0.16986,15304,2600,14004,62050,4.1
2008,Male,92,0.18453,12704,2344,11532,48046,3.8
2008,Male,93,0.20028,10360,2075,9323,36514,3.5
2008,Male,94,0.21717,8285,1799,7386,27192,3.3
2008,Male,95,0.23523,6486,1526,5723,19806,3.1
2008,Male,96,0.25453,4960,1262,4329,14083,2.8
2008,Male,97,0.27511,3698,1017,3190,9754,2.6
2008,Male,98,0.29699,2681,796,2283,6565,2.4
2008,Male,99,0.32023,1885,604,1583,4282,2.3
2008,Male,100_and_over,1,1281,1281,2699,2699,2.1
2008,Female,0,0.00162,100000,162,99866,8325581,83.3
2008,Female,1,0.00018,99838,18,99829,8225715,82.4
2008,Female,2,0.00017,99820,17,99812,8125886,81.4
2008,Female,3,0.00015,99803,15,99796,8026075,80.4
2008,Female,4,0.00013,99788,13,99782,7926279,79.4
2008,Female,5,0.0001,99775,10,99770,7826498,78.4
2008,Female,6,0.00008,99765,8,99761,7726728,77.4
2008,Female,7,0.00006,99757,6,99754,7626967,76.5
2008,Female,8,0.00006,99751,6,99748,7527213,75.5
2008,Female,9,0.00007,99745,7,99742,7427465,74.5
2008,Female,10,0.00008,99738,7,99735,7327723,73.5
2008,Female,11,0.00008,99731,8,99727,7227989,72.5
2008,Female,12,0.00009,99723,9,99719,7128262,71.5
2008,Female,13,0.0001,99714,10,99709,7028543,70.5
2008,Female,14,0.00011,99704,11,99699,6928834,69.5
2008,Female,15,0.00013,99693,13,99687,6829136,68.5
2008,Female,16,0.00014,99680,14,99673,6729449,67.5
2008,Female,17,0.00016,99666,15,99659,6629776,66.5
2008,Female,18,0.00017,99651,17,99643,6530118,65.5
2008,Female,19,0.00019,99634,19,99625,6430475,64.5
2008,Female,20,0.0002,99615,20,99605,6330851,63.6
2008,Female,21,0.00022,99595,22,99584,6231246,62.6
2008,Female,22,0.00023,99573,23,99562,6131662,61.6
2008,Female,23,0.00023,99550,23,99539,6032100,60.6
2008,Female,24,0.00023,99527,23,99516,5932562,59.6
2008,Female,25,0.00022,99504,22,99493,5833046,58.6
2008,Female,26,0.00022,99482,22,99471,5733553,57.6
2008,Female,27,0.00023,99460,23,99449,5634082,56.6
2008,Female,28,0.00024,99437,24,99425,5534634,55.7
2008,Female,29,0.00026,99413,26,99400,5435209,54.7
2008,Female,30,0.00028,99387,28,99373,5335809,53.7
2008,Female,31,0.0003,99359,30,99344,5236436,52.7
2008,Female,32,0.00032,99329,32,99313,5137092,51.7
2008,Female,33,0.00034,99297,34,99280,5037779,50.7
2008,Female,34,0.00036,99263,36,99245,4938499,49.8
2008,Female,35,0.00038,99227,38,99208,4839254,48.8
2008,Female,36,0.0004,99189,40,99169,4740046,47.8
2008,Female,37,0.00044,99149,44,99127,4640877,46.8
2008,Female,38,0.0005,99105,50,99080,4541750,45.8
2008,Female,39,0.00058,99055,58,99026,4442670,44.9
2008,Female,40,0.00066,98997,65,98965,4343644,43.9
2008,Female,41,0.00074,98932,73,98896,4244679,42.9
2008,Female,42,0.00083,98859,82,98818,4145784,41.9
2008,Female,43,0.00092,98777,91,98732,4046966,41
2008,Female,44,0.00101,98686,100,98636,3948234,40
2008,Female,45,0.0011,98586,109,98532,3849598,39
2008,Female,46,0.0012,98477,118,98418,3751067,38.1
2008,Female,47,0.00132,98359,130,98294,3652649,37.1
2008,Female,48,0.00147,98229,145,98157,3554355,36.2
2008,Female,49,0.00164,98084,161,98004,3456198,35.2
2008,Female,50,0.00182,97923,178,97834,3358195,34.3
2008,Female,51,0.00199,97745,195,97648,3260361,33.4
2008,Female,52,0.0022,97550,214,97443,3162713,32.4
2008,Female,53,0.00244,97336,237,97218,3065270,31.5
2008,Female,54,0.0027,97099,263,96968,2968053,30.6
2008,Female,55,0.00298,96836,288,96692,2871085,29.6
2008,Female,56,0.00326,96548,315,96391,2774393,28.7
2008,Female,57,0.00356,96233,343,96062,2678003,27.8
2008,Female,58,0.00391,95890,375,95703,2581941,26.9
2008,Female,59,0.00427,95515,408,95311,2486239,26
2008,Female,60,0.00463,95107,440,94887,2390928,25.1
2008,Female,61,0.00503,94667,476,94429,2296041,24.3
2008,Female,62,0.00555,94191,523,93930,2201612,23.4
2008,Female,63,0.00626,93668,586,93375,2107682,22.5
2008,Female,64,0.00706,93082,657,92754,2014307,21.6
2008,Female,65,0.00789,92425,729,92061,1921554,20.8
2008,Female,66,0.00878,91696,805,91294,1829493,20
2008,Female,67,0.0099,90891,900,90441,1738200,19.1
2008,Female,68,0.01137,89991,1023,89480,1647759,18.3
2008,Female,69,0.01305,88968,1161,88388,1558279,17.5
2008,Female,70,0.01479,87807,1299,87158,1469892,16.7
2008,Female,71,0.01659,86508,1435,85791,1382734,16
2008,Female,72,0.01857,85073,1580,84283,1296944,15.2
2008,Female,73,0.02086,83493,1742,82622,1212661,14.5
2008,Female,74,0.02332,81751,1907,80798,1130039,13.8
2008,Female,75,0.02582,79844,2061,78814,1049241,13.1
2008,Female,76,0.02843,77783,2211,76678,970428,12.5
2008,Female,77,0.03143,75572,2375,74385,893750,11.8
2008,Female,78,0.03501,73197,2563,71916,819366,11.2
2008,Female,79,0.03891,70634,2749,69260,747450,10.6
2008,Female,80,0.04285,67885,2909,66431,678191,10
2008,Female,81,0.04693,64976,3049,63452,611760,9.4
2008,Female,82,0.05167,61927,3200,60327,548309,8.9
2008,Female,83,0.05764,58727,3385,57035,487982,8.3
2008,Female,84,0.06481,55342,3587,53549,430947,7.8
2008,Female,85,0.07226,51755,3740,49885,377399,7.3
2008,Female,86,0.08042,48015,3861,46085,327514,6.8
2008,Female,87,0.08934,44154,3945,42182,281429,6.4
2008,Female,88,0.09907,40209,3983,38218,239248,6
2008,Female,89,0.10965,36226,3972,34240,201030,5.5
2008,Female,90,0.12113,32254,3907,30301,166790,5.2
2008,Female,91,0.13356,28347,3786,26454,136490,4.8
2008,Female,92,0.14698,24561,3610,22756,110036,4.5
2008,Female,93,0.16143,20951,3382,19260,87280,4.2
2008,Female,94,0.17694,17569,3109,16015,68020,3.9
2008,Female,95,0.19354,14460,2799,13061,52005,3.6
2008,Female,96,0.21125,11661,2463,10430,38945,3.3
2008,Female,97,0.2301,9198,2116,8140,28515,3.1
2008,Female,98,0.2501,7082,1771,6197,20375,2.9
2008,Female,99,0.27124,5311,1441,4591,14179,2.7
2008,Female,100_and_over,1,3870,3870,9588,9588,2.5
2009,Total,0,0.0022,100000,220,99815,8136124,81.4
2009,Total,1,0.00016,99780,16,99772,8036309,80.5
2009,Total,2,0.00016,99764,16,99756,7936537,79.6
2009,Total,3,0.00015,99748,15,99741,7836781,78.6
2009,Total,4,0.00013,99733,13,99727,7737040,77.6
2009,Total,5,0.00012,99720,11,99715,7637314,76.6
2009,Total,6,0.0001,99709,10,99704,7537599,75.6
2009,Total,7,0.00009,99699,9,99695,7437895,74.6
2009,Total,8,0.00009,99690,9,99686,7338201,73.6
2009,Total,9,0.0001,99681,10,99676,7238515,72.6
2009,Total,10,0.0001,99671,10,99666,7138839,71.6
2009,Total,11,0.00011,99661,11,99656,7039173,70.6
2009,Total,12,0.00012,99650,12,99644,6939518,69.6
2009,Total,13,0.00013,99638,13,99632,6839874,68.6
2009,Total,14,0.00015,99625,15,99618,6740242,67.7
2009,Total,15,0.00017,99610,17,99602,6640625,66.7
2009,Total,16,0.00019,99593,19,99584,6541023,65.7
2009,Total,17,0.00022,99574,22,99563,6441440,64.7
2009,Total,18,0.00024,99552,24,99540,6341877,63.7
2009,Total,19,0.00027,99528,27,99515,6242337,62.7
2009,Total,20,0.00029,99501,29,99487,6142822,61.7
2009,Total,21,0.00032,99472,32,99456,6043336,60.8
2009,Total,22,0.00034,99440,33,99424,5943880,59.8
2009,Total,23,0.00034,99407,34,99390,5844456,58.8
2009,Total,24,0.00034,99373,34,99356,5745066,57.8
2009,Total,25,0.00033,99339,33,99323,5645710,56.8
2009,Total,26,0.00033,99306,33,99290,5546388,55.9
2009,Total,27,0.00033,99273,33,99257,5447098,54.9
2009,Total,28,0.00034,99240,34,99223,5347842,53.9
2009,Total,29,0.00035,99206,35,99189,5248619,52.9
2009,Total,30,0.00036,99171,36,99153,5149430,51.9
2009,Total,31,0.00038,99135,37,99117,5050277,50.9
2009,Total,32,0.0004,99098,40,99078,4951161,50
2009,Total,33,0.00044,99058,43,99037,4852083,49
2009,Total,34,0.00048,99015,48,98991,4753046,48
2009,Total,35,0.00053,98967,53,98941,4654055,47
2009,Total,36,0.00058,98914,57,98886,4555115,46.1
2009,Total,37,0.00064,98857,63,98826,4456229,45.1
2009,Total,38,0.00071,98794,70,98759,4357404,44.1
2009,Total,39,0.00078,98724,77,98686,4258645,43.1
2009,Total,40,0.00086,98647,85,98605,4159959,42.2
2009,Total,41,0.00094,98562,93,98516,4061355,41.2
2009,Total,42,0.00104,98469,102,98418,3962839,40.2
2009,Total,43,0.00116,98367,114,98310,3864421,39.3
2009,Total,44,0.00129,98253,126,98190,3766111,38.3
2009,Total,45,0.00142,98127,139,98058,3667921,37.4
2009,Total,46,0.00156,97988,153,97912,3569864,36.4
2009,Total,47,0.00173,97835,169,97751,3471952,35.5
2009,Total,48,0.00196,97666,191,97571,3374202,34.5
2009,Total,49,0.00222,97475,217,97367,3276631,33.6
2009,Total,50,0.0025,97258,243,97137,3179265,32.7
2009,Total,51,0.00277,97015,269,96881,3082128,31.8
2009,Total,52,0.00306,96746,296,96598,2985248,30.9
2009,Total,53,0.00338,96450,326,96287,2888650,29.9
2009,Total,54,0.0037,96124,356,95946,2792363,29
2009,Total,55,0.00403,95768,386,95575,2696417,28.2
2009,Total,56,0.00438,95382,418,95173,2600842,27.3
2009,Total,57,0.00479,94964,455,94737,2505669,26.4
2009,Total,58,0.0053,94509,501,94259,2410932,25.5
2009,Total,59,0.00586,94008,551,93733,2316674,24.6
2009,Total,60,0.00644,93457,602,93156,2222941,23.8
2009,Total,61,0.00704,92855,654,92528,2129785,22.9
2009,Total,62,0.00776,92201,716,91843,2037257,22.1
2009,Total,63,0.00866,91485,792,91089,1945414,21.3
2009,Total,64,0.00964,90693,875,90256,1854325,20.4
2009,Total,65,0.01065,89818,957,89340,1764070,19.6
2009,Total,66,0.01172,88861,1042,88340,1674730,18.8
2009,Total,67,0.01299,87819,1140,87249,1586390,18.1
2009,Total,68,0.01455,86679,1261,86049,1499141,17.3
2009,Total,69,0.01629,85418,1392,84722,1413093,16.5
2009,Total,70,0.01807,84026,1518,83267,1328371,15.8
2009,Total,71,0.01993,82508,1644,81686,1245104,15.1
2009,Total,72,0.02209,80864,1786,79971,1163418,14.4
2009,Total,73,0.02471,79078,1954,78101,1083447,13.7
2009,Total,74,0.02761,77124,2129,76060,1005346,13
2009,Total,75,0.03057,74995,2292,73849,929286,12.4
2009,Total,76,0.03362,72703,2444,71481,855437,11.8
2009,Total,77,0.03703,70259,2602,68958,783956,11.2
2009,Total,78,0.04099,67657,2773,66271,714998,10.6
2009,Total,79,0.04525,64884,2936,63416,648728,10
2009,Total,80,0.04954,61948,3069,60414,585312,9.4
2009,Total,81,0.05396,58879,3177,57291,524898,8.9
2009,Total,82,0.05901,55702,3287,54059,467608,8.4
2009,Total,83,0.06521,52415,3418,50706,413549,7.9
2009,Total,84,0.07254,48997,3554,47220,362843,7.4
2009,Total,85,0.08016,45443,3643,43622,315623,6.9
2009,Total,86,0.08847,41800,3698,39951,272002,6.5
2009,Total,87,0.09752,38102,3716,36244,232051,6.1
2009,Total,88,0.10736,34386,3692,32540,195807,5.7
2009,Total,89,0.11803,30694,3623,28883,163267,5.3
2009,Total,90,0.12959,27071,3508,25317,134384,5
2009,Total,91,0.14209,23563,3348,21889,109067,4.6
2009,Total,92,0.15556,20215,3145,18643,87178,4.3
2009,Total,93,0.17007,17070,2903,15619,68536,4
2009,Total,94,0.18565,14167,2630,12852,52917,3.7
2009,Total,95,0.20234,11537,2334,10370,40065,3.5
2009,Total,96,0.22018,9203,2026,8190,29695,3.2
2009,Total,97,0.23921,7177,1717,6319,21505,3
2009,Total,98,0.25945,5460,1417,4752,15187,2.8
2009,Total,99,0.28093,4043,1136,3475,10435,2.6
2009,Total,100_and_over,1,2907,2907,6960,6960,2.4
2009,Male,0,0.00246,100000,246,99793,7892050,78.9
2009,Male,1,0.00016,99754,16,99746,7792257,78.1
2009,Male,2,0.00015,99738,15,99731,7692511,77.1
2009,Male,3,0.00015,99723,15,99716,7592781,76.1
2009,Male,4,0.00014,99708,14,99701,7493065,75.2
2009,Male,5,0.00013,99694,13,99688,7393364,74.2
2009,Male,6,0.00012,99681,12,99675,7293677,73.2
2009,Male,7,0.00011,99669,11,99664,7194002,72.2
2009,Male,8,0.00011,99658,11,99653,7094338,71.2
2009,Male,9,0.00011,99647,11,99642,6994686,70.2
2009,Male,10,0.00012,99636,12,99630,6895044,69.2
2009,Male,11,0.00012,99624,12,99618,6795414,68.2
2009,Male,12,0.00013,99612,13,99606,6695796,67.2
2009,Male,13,0.00016,99599,16,99591,6596191,66.2
2009,Male,14,0.00019,99583,19,99574,6496600,65.2
2009,Male,15,0.00022,99564,22,99553,6397026,64.3
2009,Male,16,0.00026,99542,26,99529,6297473,63.3
2009,Male,17,0.00029,99516,29,99502,6197944,62.3
2009,Male,18,0.00032,99487,32,99471,6098443,61.3
2009,Male,19,0.00035,99455,35,99438,5998972,60.3
2009,Male,20,0.00038,99420,38,99401,5899534,59.3
2009,Male,21,0.00041,99382,41,99362,5800133,58.4
2009,Male,22,0.00044,99341,43,99320,5700772,57.4
2009,Male,23,0.00045,99298,44,99276,5601452,56.4
2009,Male,24,0.00045,99254,45,99232,5502176,55.4
2009,Male,25,0.00045,99209,45,99187,5402945,54.5
2009,Male,26,0.00045,99164,45,99142,5303758,53.5
2009,Male,27,0.00046,99119,45,99097,5204617,52.5
2009,Male,28,0.00047,99074,46,99051,5105520,51.5
2009,Male,29,0.00047,99028,47,99005,5006469,50.6
2009,Male,30,0.00048,98981,48,98957,4907465,49.6
2009,Male,31,0.00049,98933,49,98909,4808508,48.6
2009,Male,32,0.00052,98884,51,98859,4709599,47.6
2009,Male,33,0.00056,98833,55,98806,4610741,46.7
