year,sex,age_x,qx,lx,dx,upcase_lx,upcase_tx,ex
2013,Male,69,0.01859,83634,1555,82857,1301142,15.6
2013,Male,70,0.02079,82079,1707,81226,1218286,14.8
2013,Male,71,0.02307,80372,1854,79445,1137060,14.1
2013,Male,72,0.02561,78518,2011,77513,1057615,13.5
2013,Male,73,0.02857,76507,2186,75414,980103,12.8
2013,Male,74,0.03178,74321,2362,73140,904689,12.2
2013,Male,75,0.03503,71959,2521,70699,831549,11.6
2013,Male,76,0.03841,69438,2667,68105,760850,11
2013,Male,77,0.04226,66771,2822,65360,692746,10.4
2013,Male,78,0.04683,63949,2995,62452,627386,9.8
2013,Male,79,0.05179,60954,3157,59376,564934,9.3
2013,Male,80,0.05681,57797,3283,56156,505559,8.7
2013,Male,81,0.06194,54514,3376,52826,449403,8.2
2013,Male,82,0.06767,51138,3460,49408,396577,7.8
2013,Male,83,0.07454,47678,3554,45901,347169,7.3
2013,Male,84,0.08252,44124,3641,42304,301268,6.8
2013,Male,85,0.0909,40483,3680,38643,258965,6.4
2013,Male,86,0.10002,36803,3681,34963,220322,6
2013,Male,87,0.10996,33122,3642,31301,185359,5.6
2013,Male,88,0.12076,29480,3560,27700,154058,5.2
2013,Male,89,0.13248,25920,3434,24203,126358,4.9
2013,Male,90,0.14517,22486,3264,20854,102155,4.5
2013,Male,91,0.1589,19222,3054,17695,81301,4.2
2013,Male,92,0.17372,16168,2809,14764,63606,3.9
2013,Male,93,0.18969,13359,2534,12092,48843,3.7
2013,Male,94,0.20686,10825,2239,9706,36751,3.4
2013,Male,95,0.22528,8586,1934,7619,27045,3.1
2013,Male,96,0.245,6652,1630,5837,19426,2.9
2013,Male,97,0.26607,5022,1336,4354,13589,2.7
2013,Male,98,0.28851,3686,1063,3155,9235,2.5
2013,Male,99,0.31237,2623,819,2214,6081,2.3
2013,Male,100_and_over,1,1804,1804,3867,3867,2.1
2013,Female,0,0.00201,100000,201,99833,8451522,84.5
2013,Female,1,0.00014,99799,14,99792,8351688,83.7
2013,Female,2,0.00013,99785,13,99779,8251896,82.7
2013,Female,3,0.00011,99772,11,99767,8152118,81.7
2013,Female,4,0.00009,99761,9,99757,8052351,80.7
2013,Female,5,0.00007,99752,7,99749,7952595,79.7
2013,Female,6,0.00005,99745,5,99743,7852846,78.7
2013,Female,7,0.00004,99740,4,99738,7753104,77.7
2013,Female,8,0.00004,99736,4,99734,7653366,76.7
2013,Female,9,0.00005,99732,5,99730,7553632,75.7
2013,Female,10,0.00006,99727,6,99724,7453902,74.7
2013,Female,11,0.00007,99721,7,99718,7354178,73.7
2013,Female,12,0.00008,99714,8,99710,7254461,72.8
2013,Female,13,0.00009,99706,9,99702,7154751,71.8
2013,Female,14,0.0001,99697,10,99692,7055049,70.8
2013,Female,15,0.00012,99687,12,99681,6955357,69.8
2013,Female,16,0.00014,99675,13,99669,6855676,68.8
2013,Female,17,0.00015,99662,15,99655,6756008,67.8
2013,Female,18,0.00015,99647,15,99640,6656353,66.8
2013,Female,19,0.00016,99632,15,99625,6556714,65.8
2013,Female,20,0.00016,99617,16,99609,6457089,64.8
2013,Female,21,0.00016,99601,16,99593,6357480,63.8
2013,Female,22,0.00016,99585,16,99577,6257887,62.8
2013,Female,23,0.00016,99569,16,99561,6158310,61.8
2013,Female,24,0.00016,99553,16,99545,6058749,60.9
2013,Female,25,0.00016,99537,16,99529,5959204,59.9
2013,Female,26,0.00016,99521,16,99513,5859675,58.9
2013,Female,27,0.00017,99505,17,99497,5760162,57.9
2013,Female,28,0.00018,99488,18,99479,5660666,56.9
2013,Female,29,0.00021,99470,21,99460,5561187,55.9
2013,Female,30,0.00023,99449,23,99438,5461727,54.9
2013,Female,31,0.00026,99426,26,99413,5362290,53.9
2013,Female,32,0.00028,99400,28,99386,5262877,52.9
2013,Female,33,0.00031,99372,30,99357,5163491,52
2013,Female,34,0.00033,99342,33,99326,5064134,51
2013,Female,35,0.00035,99309,35,99292,4964808,50
2013,Female,36,0.00037,99274,37,99256,4865517,49
2013,Female,37,0.0004,99237,40,99217,4766261,48
2013,Female,38,0.00045,99197,44,99175,4667044,47
2013,Female,39,0.0005,99153,49,99129,4567869,46.1
2013,Female,40,0.00055,99104,54,99077,4468741,45.1
2013,Female,41,0.0006,99050,60,99020,4369664,44.1
2013,Female,42,0.00067,98990,67,98957,4270644,43.1
2013,Female,43,0.00076,98923,76,98885,4171687,42.2
2013,Female,44,0.00087,98847,86,98804,4072802,41.2
2013,Female,45,0.00098,98761,97,98713,3973998,40.2
2013,Female,46,0.00109,98664,108,98610,3875286,39.3
2013,Female,47,0.00122,98556,120,98496,3776676,38.3
2013,Female,48,0.00135,98436,133,98370,3678180,37.4
2013,Female,49,0.0015,98303,148,98229,3579810,36.4
2013,Female,50,0.00165,98155,162,98074,3481581,35.5
2013,Female,51,0.00181,97993,177,97905,3383507,34.5
2013,Female,52,0.00199,97816,194,97719,3285603,33.6
2013,Female,53,0.0022,97622,214,97515,3187884,32.7
2013,Female,54,0.00242,97408,236,97290,3090369,31.7
2013,Female,55,0.00265,97172,258,97043,2993079,30.8
2013,Female,56,0.0029,96914,281,96774,2896036,29.9
2013,Female,57,0.00317,96633,306,96480,2799262,29
2013,Female,58,0.00348,96327,335,96160,2702782,28.1
2013,Female,59,0.00381,95992,366,95809,2606623,27.2
2013,Female,60,0.00416,95626,397,95428,2510814,26.3
2013,Female,61,0.00452,95229,431,95014,2415386,25.4
2013,Female,62,0.00495,94798,469,94564,2320373,24.5
2013,Female,63,0.00548,94329,517,94071,2225809,23.6
2013,Female,64,0.00605,93812,568,93528,2131739,22.7
2013,Female,65,0.00664,93244,619,92935,2038211,21.9
2013,Female,66,0.00728,92625,674,92288,1945276,21
2013,Female,67,0.00808,91951,743,91580,1852988,20.2
2013,Female,68,0.0091,91208,830,90793,1761409,19.3
2013,Female,69,0.01025,90378,926,89915,1670616,18.5
2013,Female,70,0.01142,89452,1022,88941,1580701,17.7
2013,Female,71,0.01269,88430,1122,87869,1491760,16.9
2013,Female,72,0.01428,87308,1246,86685,1403891,16.1
2013,Female,73,0.01635,86062,1407,85359,1317206,15.3
2013,Female,74,0.01871,84655,1583,83864,1231847,14.6
2013,Female,75,0.02113,83072,1755,82195,1147984,13.8
2013,Female,76,0.02366,81317,1924,80355,1065789,13.1
2013,Female,77,0.02657,79393,2110,78338,985434,12.4
2013,Female,78,0.03008,77283,2324,76121,907096,11.7
2013,Female,79,0.03391,74959,2542,73688,830975,11.1
2013,Female,80,0.03779,72417,2737,71049,757287,10.5
2013,Female,81,0.04179,69680,2912,68224,686239,9.8
2013,Female,82,0.04638,66768,3097,65220,618015,9.3
2013,Female,83,0.05207,63671,3316,62013,552795,8.7
2013,Female,84,0.05885,60355,3552,58579,490782,8.1
2013,Female,85,0.06598,56803,3748,54929,432203,7.6
2013,Female,86,0.07384,53055,3917,51097,377274,7.1
2013,Female,87,0.08247,49138,4052,47112,326178,6.6
2013,Female,88,0.09193,45086,4145,43014,279066,6.2
2013,Female,89,0.10227,40941,4187,38848,236052,5.8
2013,Female,90,0.11354,36754,4173,34668,197205,5.4
2013,Female,91,0.1258,32581,4099,30532,162537,5
2013,Female,92,0.13908,28482,3961,26502,132006,4.6
2013,Female,93,0.15343,24521,3762,22640,105504,4.3
2013,Female,94,0.1689,20759,3506,19006,82864,4
2013,Female,95,0.18552,17253,3201,15653,63858,3.7
2013,Female,96,0.20332,14052,2857,12624,48206,3.4
2013,Female,97,0.22231,11195,2489,9951,35582,3.2
2013,Female,98,0.24251,8706,2111,7651,25632,2.9
2013,Female,99,0.26394,6595,1741,5725,17981,2.7
2013,Female,100_and_over,1,4854,4854,12257,12257,2.5
2014,Total,0,0.00209,100000,209,99827,8264975,82.6
2014,Total,1,0.00013,99791,13,99785,8165148,81.8
2014,Total,2,0.00012,99778,12,99772,8065364,80.8
2014,Total,3,0.00011,99766,11,99761,7965592,79.8
2014,Total,4,0.00009,99755,9,99751,7865831,78.9
2014,Total,5,0.00007,99746,7,99743,7766081,77.9
2014,Total,6,0.00005,99739,5,99737,7666338,76.9
2014,Total,7,0.00004,99734,4,99732,7566602,75.9
2014,Total,8,0.00004,99730,4,99728,7466870,74.9
2014,Total,9,0.00005,99726,5,99724,7367142,73.9
2014,Total,10,0.00006,99721,6,99718,7267418,72.9
2014,Total,11,0.00007,99715,7,99712,7167700,71.9
2014,Total,12,0.00009,99708,9,99704,7067989,70.9
2014,Total,13,0.00011,99699,11,99694,6968285,69.9
2014,Total,14,0.00013,99688,13,99682,6868592,68.9
2014,Total,15,0.00016,99675,16,99667,6768910,67.9
2014,Total,16,0.00018,99659,18,99650,6669243,66.9
2014,Total,17,0.0002,99641,20,99631,6569593,65.9
2014,Total,18,0.00022,99621,22,99610,6469962,64.9
2014,Total,19,0.00023,99599,23,99588,6370352,64
2014,Total,20,0.00024,99576,24,99564,6270765,63
2014,Total,21,0.00025,99552,25,99540,6171201,62
2014,Total,22,0.00026,99527,26,99514,6071661,61
2014,Total,23,0.00026,99501,26,99488,5972147,60
2014,Total,24,0.00026,99475,26,99462,5872659,59
2014,Total,25,0.00025,99449,25,99437,5773197,58.1
2014,Total,26,0.00025,99424,25,99412,5673761,57.1
2014,Total,27,0.00026,99399,26,99386,5574349,56.1
2014,Total,28,0.00028,99373,28,99359,5474963,55.1
2014,Total,29,0.00031,99345,30,99330,5375604,54.1
2014,Total,30,0.00034,99315,33,99299,5276274,53.1
2014,Total,31,0.00037,99282,36,99264,5176976,52.1
2014,Total,32,0.00039,99246,39,99227,5077712,51.2
2014,Total,33,0.00042,99207,41,99187,4978485,50.2
2014,Total,34,0.00044,99166,43,99145,4879299,49.2
2014,Total,35,0.00045,99123,45,99101,4780154,48.2
2014,Total,36,0.00048,99078,47,99055,4681054,47.2
2014,Total,37,0.00052,99031,51,99006,4581999,46.3
2014,Total,38,0.00058,98980,57,98952,4482994,45.3
2014,Total,39,0.00066,98923,65,98891,4384042,44.3
2014,Total,40,0.00074,98858,73,98822,4285152,43.3
2014,Total,41,0.00082,98785,81,98745,4186330,42.4
2014,Total,42,0.00091,98704,90,98659,4087586,41.4
2014,Total,43,0.00102,98614,100,98564,3988927,40.4
2014,Total,44,0.00113,98514,111,98459,3890363,39.5
2014,Total,45,0.00125,98403,123,98342,3791904,38.5
2014,Total,46,0.00137,98280,135,98213,3693563,37.6
2014,Total,47,0.00152,98145,149,98071,3595350,36.6
2014,Total,48,0.0017,97996,166,97913,3497280,35.7
2014,Total,49,0.0019,97830,186,97737,3399367,34.7
2014,Total,50,0.0021,97644,205,97542,3301630,33.8
2014,Total,51,0.00232,97439,226,97326,3204088,32.9
2014,Total,52,0.00257,97213,250,97088,3106762,32
2014,Total,53,0.00289,96963,280,96823,3009674,31
2014,Total,54,0.00324,96683,313,96527,2912851,30.1
2014,Total,55,0.0036,96370,347,96197,2816325,29.2
2014,Total,56,0.00397,96023,381,95833,2720128,28.3
2014,Total,57,0.00436,95642,417,95434,2624296,27.4
2014,Total,58,0.00478,95225,455,94998,2528862,26.6
2014,Total,59,0.00521,94770,494,94523,2433865,25.7
2014,Total,60,0.00564,94276,532,94010,2339342,24.8
2014,Total,61,0.00611,93744,573,93458,2245332,24
2014,Total,62,0.00668,93171,622,92860,2151874,23.1
2014,Total,63,0.00739,92549,684,92207,2059014,22.2
2014,Total,64,0.00818,91865,751,91490,1966807,21.4
2014,Total,65,0.00899,91114,819,90705,1875318,20.6
2014,Total,66,0.00985,90295,890,89850,1784613,19.8
2014,Total,67,0.0109,89405,974,88918,1694763,19
2014,Total,68,0.01221,88431,1079,87892,1605845,18.2
2014,Total,69,0.01367,87352,1194,86755,1517954,17.4
2014,Total,70,0.01516,86158,1306,85505,1431199,16.6
2014,Total,71,0.01675,84852,1421,84142,1345694,15.9
2014,Total,72,0.01865,83431,1556,82653,1261552,15.1
2014,Total,73,0.02103,81875,1722,81014,1178899,14.4
2014,Total,74,0.02369,80153,1898,79204,1097885,13.7
2014,Total,75,0.02641,78255,2067,77222,1018681,13
2014,Total,76,0.02924,76188,2227,75075,941460,12.4
2014,Total,77,0.03246,73961,2401,72761,866385,11.7
2014,Total,78,0.03629,71560,2597,70262,793625,11.1
2014,Total,79,0.04048,68963,2791,67568,723363,10.5
2014,Total,80,0.04472,66172,2959,64693,655796,9.9
2014,Total,81,0.04905,63213,3101,61663,591103,9.4
2014,Total,82,0.05389,60112,3240,58492,529441,8.8
2014,Total,83,0.05971,56872,3396,55174,470949,8.3
2014,Total,84,0.06647,53476,3555,51699,415775,7.8
2014,Total,85,0.07361,49921,3675,48084,364076,7.3
2014,Total,86,0.08143,46246,3766,44363,315993,6.8
2014,Total,87,0.08998,42480,3822,40569,271630,6.4
2014,Total,88,0.09931,38658,3839,36739,231061,6
2014,Total,89,0.10947,34819,3812,32913,194322,5.6
2014,Total,90,0.12053,31007,3737,29139,161409,5.2
2014,Total,91,0.13254,27270,3614,25463,132271,4.9
2014,Total,92,0.14556,23656,3443,21935,106808,4.5
2014,Total,93,0.15963,20213,3227,18600,84873,4.2
2014,Total,94,0.17483,16986,2970,15501,66274,3.9
2014,Total,95,0.19119,14016,2680,12676,50773,3.6
2014,Total,96,0.20877,11336,2367,10153,38097,3.4
2014,Total,97,0.22762,8969,2042,7948,27944,3.1
2014,Total,98,0.24779,6927,1716,6069,19996,2.9
2014,Total,99,0.26929,5211,1403,4510,13927,2.7
2014,Total,100_and_over,1,3808,3808,9418,9418,2.5
2014,Male,0,0.00226,100000,226,99812,8034892,80.3
2014,Male,1,0.00014,99774,14,99767,7935079,79.5
2014,Male,2,0.00013,99760,13,99754,7835312,78.5
2014,Male,3,0.00012,99747,12,99741,7735559,77.6
2014,Male,4,0.0001,99735,10,99730,7635818,76.6
2014,Male,5,0.00009,99725,9,99721,7536088,75.6
2014,Male,6,0.00007,99716,7,99713,7436367,74.6
2014,Male,7,0.00006,99709,6,99706,7336655,73.6
2014,Male,8,0.00006,99703,6,99700,7236949,72.6
2014,Male,9,0.00007,99697,7,99694,7137249,71.6
2014,Male,10,0.00007,99690,7,99687,7037555,70.6
2014,Male,11,0.00008,99683,8,99679,6937869,69.6
2014,Male,12,0.0001,99675,10,99670,6838190,68.6
2014,Male,13,0.00012,99665,12,99659,6738520,67.6
2014,Male,14,0.00015,99653,15,99646,6638861,66.6
2014,Male,15,0.00019,99638,19,99629,6539215,65.6
2014,Male,16,0.00022,99619,22,99608,6439587,64.6
2014,Male,17,0.00025,99597,25,99585,6339979,63.7
2014,Male,18,0.00028,99572,28,99558,6240394,62.7
2014,Male,19,0.0003,99544,30,99529,6140836,61.7
2014,Male,20,0.00033,99514,32,99498,6041307,60.7
2014,Male,21,0.00035,99482,35,99465,5941809,59.7
2014,Male,22,0.00036,99447,36,99429,5842345,58.7
2014,Male,23,0.00037,99411,37,99393,5742916,57.8
2014,Male,24,0.00036,99374,36,99356,5643523,56.8
2014,Male,25,0.00036,99338,36,99320,5544167,55.8
2014,Male,26,0.00035,99302,35,99285,5444847,54.8
2014,Male,27,0.00036,99267,36,99249,5345563,53.9
2014,Male,28,0.00038,99231,38,99212,5246314,52.9
2014,Male,29,0.00041,99193,41,99173,5147102,51.9
2014,Male,30,0.00045,99152,44,99130,5047929,50.9
2014,Male,31,0.00048,99108,48,99084,4948799,49.9
2014,Male,32,0.00051,99060,51,99035,4849715,49
2014,Male,33,0.00054,99009,54,98982,4750681,48
2014,Male,34,0.00057,98955,57,98927,4651699,47
2014,Male,35,0.0006,98898,59,98869,4552772,46
2014,Male,36,0.00063,98839,62,98808,4453904,45.1
2014,Male,37,0.00068,98777,67,98744,4355096,44.1
2014,Male,38,0.00076,98710,75,98673,4256352,43.1
2014,Male,39,0.00086,98635,85,98593,4157680,42.2
2014,Male,40,0.00096,98550,95,98503,4059087,41.2
2014,Male,41,0.00107,98455,106,98402,3960585,40.2
2014,Male,42,0.00119,98349,117,98291,3862183,39.3
2014,Male,43,0.00131,98232,129,98168,3763892,38.3
2014,Male,44,0.00144,98103,141,98033,3665725,37.4
2014,Male,45,0.00157,97962,154,97885,3567692,36.4
2014,Male,46,0.00171,97808,167,97725,3469807,35.5
2014,Male,47,0.00189,97641,184,97549,3372083,34.5
2014,Male,48,0.0021,97457,205,97355,3274534,33.6
2014,Male,49,0.00235,97252,228,97138,3177179,32.7
2014,Male,50,0.0026,97024,252,96898,3080041,31.7
2014,Male,51,0.00286,96772,277,96634,2983143,30.8
2014,Male,52,0.00319,96495,308,96341,2886510,29.9
2014,Male,53,0.00361,96187,347,96014,2790169,29
2014,Male,54,0.0041,95840,393,95644,2694155,28.1
2014,Male,55,0.0046,95447,439,95228,2598512,27.2
2014,Male,56,0.00511,95008,485,94766,2503284,26.3
2014,Male,57,0.00563,94523,532,94257,2408519,25.5
2014,Male,58,0.00618,93991,581,93701,2314262,24.6
2014,Male,59,0.00673,93410,629,93096,2220561,23.8
2014,Male,60,0.00729,92781,676,92443,2127466,22.9
2014,Male,61,0.00789,92105,726,91742,2035023,22.1
2014,Male,62,0.00863,91379,789,90985,1943281,21.3
2014,Male,63,0.00959,90590,869,90156,1852296,20.4
2014,Male,64,0.01066,89721,956,89243,1762141,19.6
2014,Male,65,0.01176,88765,1044,88243,1672898,18.8
2014,Male,66,0.01293,87721,1134,87154,1584655,18.1
2014,Male,67,0.01432,86587,1240,85967,1497501,17.3
2014,Male,68,0.01605,85347,1370,84662,1411534,16.5
2014,Male,69,0.01798,83977,1510,83222,1326872,15.8
2014,Male,70,0.01996,82467,1646,81644,1243650,15.1
2014,Male,71,0.02203,80821,1780,79931,1162006,14.4
2014,Male,72,0.02444,79041,1932,78075,1082075,13.7
2014,Male,73,0.02738,77109,2111,76054,1004000,13
2014,Male,74,0.03063,74998,2297,73850,927946,12.4
2014,Male,75,0.03394,72701,2467,71468,854097,11.7
2014,Male,76,0.03736,70234,2624,68922,782629,11.1
2014,Male,77,0.04122,67610,2787,66217,713707,10.6
2014,Male,78,0.04574,64823,2965,63341,647491,10
2014,Male,79,0.05064,61858,3132,60292,584150,9.4
2014,Male,80,0.0556,58726,3265,57094,523858,8.9
2014,Male,81,0.06065,55461,3364,53779,466765,8.4
2014,Male,82,0.0662,52097,3449,50373,412986,7.9
2014,Male,83,0.07273,48648,3538,46879,362613,7.5
2014,Male,84,0.0802,45110,3618,43301,315734,7
2014,Male,85,0.08811,41492,3656,39664,272433,6.6
2014,Male,86,0.09674,37836,3660,36006,232769,6.2
2014,Male,87,0.10615,34176,3628,32362,196763,5.8
2014,Male,88,0.11639,30548,3556,28770,164401,5.4
2014,Male,89,0.12753,26992,3442,25271,135631,5
2014,Male,90,0.13962,23550,3288,21906,110360,4.7
2014,Male,91,0.15274,20262,3095,18715,88454,4.4
2014,Male,92,0.16695,17167,2866,15734,69740,4.1
2014,Male,93,0.18231,14301,2607,12998,54006,3.8
2014,Male,94,0.19889,11694,2326,10531,41008,3.5
2014,Male,95,0.21675,9368,2031,8353,30477,3.3
2014,Male,96,0.23596,7337,1731,6472,22125,3
2014,Male,97,0.25658,5606,1438,4887,15653,2.8
2014,Male,98,0.27866,4168,1161,3588,10766,2.6
2014,Male,99,0.30226,3007,909,2553,7179,2.4
2014,Male,100_and_over,1,2098,2098,4626,4626,2.2
2014,Female,0,0.00189,100000,189,99843,8478595,84.8
2014,Female,1,0.00012,99811,12,99805,8378752,83.9
2014,Female,2,0.00011,99799,11,99794,8278947,83
2014,Female,3,0.0001,99788,10,99783,8179154,82
2014,Female,4,0.00008,99778,8,99774,8079371,81
2014,Female,5,0.00005,99770,5,99768,7979597,80
2014,Female,6,0.00004,99765,4,99763,7879829,79
2014,Female,7,0.00003,99761,3,99760,7780066,78
2014,Female,8,0.00003,99758,3,99757,7680307,77
2014,Female,9,0.00004,99755,4,99753,7580550,76
2014,Female,10,0.00005,99751,5,99749,7480797,75
2014,Female,11,0.00006,99746,6,99743,7381049,74
2014,Female,12,0.00007,99740,7,99737,7281306,73
2014,Female,13,0.00009,99733,9,99729,7181569,72
2014,Female,14,0.00011,99724,11,99719,7081841,71
2014,Female,15,0.00012,99713,12,99707,6982122,70
2014,Female,16,0.00014,99701,14,99694,6882415,69
2014,Female,17,0.00015,99687,15,99680,6782721,68
2014,Female,18,0.00016,99672,16,99664,6683042,67.1
2014,Female,19,0.00016,99656,16,99648,6583378,66.1
2014,Female,20,0.00016,99640,16,99632,6483730,65.1
2014,Female,21,0.00016,99624,16,99616,6384098,64.1
2014,Female,22,0.00016,99608,16,99600,6284482,63.1
2014,Female,23,0.00016,99592,16,99584,6184882,62.1
2014,Female,24,0.00016,99576,16,99568,6085298,61.1
2014,Female,25,0.00015,99560,15,99553,5985730,60.1
2014,Female,26,0.00015,99545,15,99538,5886177,59.1
2014,Female,27,0.00016,99530,16,99522,5786640,58.1
2014,Female,28,0.00018,99514,18,99505,5687118,57.1
2014,Female,29,0.0002,99496,20,99486,5587613,56.2
2014,Female,30,0.00023,99476,23,99465,5488127,55.2
2014,Female,31,0.00026,99453,26,99440,5388662,54.2
2014,Female,32,0.00028,99427,28,99413,5289222,53.2
2014,Female,33,0.0003,99399,30,99384,5189809,52.2
2014,Female,34,0.00031,99369,31,99354,5090425,51.2
2014,Female,35,0.00032,99338,32,99322,4991072,50.2
2014,Female,36,0.00034,99306,34,99289,4891750,49.3
2014,Female,37,0.00037,99272,36,99254,4792461,48.3
2014,Female,38,0.00041,99236,41,99216,4693207,47.3
2014,Female,39,0.00046,99195,46,99172,4593991,46.3
2014,Female,40,0.00052,99149,51,99124,4494819,45.3
2014,Female,41,0.00058,99098,57,99070,4395696,44.4
2014,Female,42,0.00065,99041,64,99009,4296626,43.4
2014,Female,43,0.00073,98977,73,98941,4197617,42.4
2014,Female,44,0.00083,98904,82,98863,4098677,41.4
2014,Female,45,0.00093,98822,92,98776,3999814,40.5
2014,Female,46,0.00104,98730,102,98679,3901038,39.5
2014,Female,47,0.00115,98628,114,98571,3802359,38.6
2014,Female,48,0.00129,98514,128,98450,3703788,37.6
2014,Female,49,0.00145,98386,142,98315,3605338,36.6
2014,Female,50,0.00161,98244,158,98165,3507023,35.7
2014,Female,51,0.00177,98086,173,98000,3408858,34.8
2014,Female,52,0.00195,97913,191,97818,3310858,33.8
2014,Female,53,0.00215,97722,210,97617,3213041,32.9
2014,Female,54,0.00237,97512,231,97397,3115424,31.9
2014,Female,55,0.0026,97281,253,97155,3018027,31
2014,Female,56,0.00283,97028,274,96891,2920873,30.1
2014,Female,57,0.00309,96754,298,96605,2823982,29.2
2014,Female,58,0.00338,96456,326,96293,2727377,28.3
2014,Female,59,0.00369,96130,355,95953,2631084,27.4
2014,Female,60,0.00401,95775,384,95583,2535131,26.5
2014,Female,61,0.00434,95391,414,95184,2439548,25.6
2014,Female,62,0.00474,94977,451,94752,2344364,24.7
2014,Female,63,0.00523,94526,495,94279,2249613,23.8
2014,Female,64,0.00577,94031,543,93760,2155334,22.9
2014,Female,65,0.00632,93488,591,93193,2061575,22.1
2014,Female,66,0.00692,92897,643,92576,1968382,21.2
2014,Female,67,0.00767,92254,708,91900,1875807,20.3
2014,Female,68,0.00865,91546,792,91150,1783907,19.5
2014,Female,69,0.00976,90754,886,90311,1692757,18.7
2014,Female,70,0.01089,89868,979,89379,1602446,17.8
2014,Female,71,0.01212,88889,1077,88351,1513067,17
2014,Female,72,0.01365,87812,1199,87213,1424717,16.2
2014,Female,73,0.01564,86613,1355,85936,1337504,15.4
2014,Female,74,0.0179,85258,1526,84495,1251569,14.7
2014,Female,75,0.02021,83732,1693,82886,1167074,13.9
2014,Female,76,0.02265,82039,1858,81110,1084188,13.2
2014,Female,77,0.02551,80181,2046,79158,1003078,12.5
2014,Female,78,0.02903,78135,2268,77001,923920,11.8
2014,Female,79,0.03292,75867,2497,74619,846919,11.2
2014,Female,80,0.03687,73370,2705,72018,772301,10.5
2014,Female,81,0.04092,70665,2892,69219,700283,9.9
2014,Female,82,0.04554,67773,3087,66230,631064,9.3
2014,Female,83,0.05123,64686,3314,63029,564835,8.7
2014,Female,84,0.05795,61372,3556,59594,501806,8.2
2014,Female,85,0.06506,57816,3762,55935,442212,7.6
2014,Female,86,0.07291,54054,3941,52084,386277,7.1
2014,Female,87,0.08154,50113,4086,48070,334193,6.7
2014,Female,88,0.091,46027,4188,43933,286123,6.2
2014,Female,89,0.10135,41839,4240,39719,242190,5.8
2014,Female,90,0.11264,37599,4235,35482,202471,5.4
2014,Female,91,0.12493,33364,4168,31280,166990,5
2014,Female,92,0.13825,29196,4036,27178,135710,4.6
2014,Female,93,0.15265,25160,3841,23240,108532,4.3
2014,Female,94,0.16818,21319,3585,19527,85292,4
2014,Female,95,0.18486,17734,3278,16095,65766,3.7
2014,Female,96,0.20272,14456,2931,12991,49671,3.4
2014,Female,97,0.22179,11525,2556,10247,36680,3.2
2014,Female,98,0.24207,8969,2171,7884,26433,2.9
2014,Female,99,0.26358,6798,1792,5902,18550,2.7
2014,Female,100_and_over,1,5006,5006,12648,12648,2.5
2015,Total,0,0.00214,100000,214,99820,8286561,82.9
2015,Total,1,0.00012,99786,12,99780,8186741,82
2015,Total,2,0.00012,99774,12,99768,8086961,81.1
2015,Total,3,0.00011,99762,11,99757,7987193,80.1
2015,Total,4,0.00009,99751,9,99747,7887436,79.1
2015,Total,5,0.00007,99742,7,99739,7787690,78.1
2015,Total,6,0.00005,99735,5,99733,7687951,77.1
2015,Total,7,0.00005,99730,5,99728,7588219,76.1
2015,Total,8,0.00005,99725,5,99723,7488491,75.1
2015,Total,9,0.00006,99720,6,99717,7388769,74.1
2015,Total,10,0.00007,99714,7,99711,7289052,73.1
2015,Total,11,0.00008,99707,8,99703,7189341,72.1
2015,Total,12,0.00009,99699,9,99695,7089638,71.1
2015,Total,13,0.00011,99690,11,99685,6989944,70.1
2015,Total,14,0.00013,99679,13,99673,6890259,69.1
2015,Total,15,0.00016,99666,16,99658,6790587,68.1
2015,Total,16,0.00018,99650,18,99641,6690929,67.1
2015,Total,17,0.0002,99632,20,99622,6591288,66.2
2015,Total,18,0.00021,99612,21,99602,6491666,65.2
2015,Total,19,0.00022,99591,22,99580,6392064,64.2
2015,Total,20,0.00023,99569,23,99558,6292484,63.2
2015,Total,21,0.00024,99546,24,99534,6192927,62.2
2015,Total,22,0.00024,99522,24,99510,6093393,61.2
2015,Total,23,0.00025,99498,25,99486,5993883,60.2
2015,Total,24,0.00025,99473,25,99461,5894397,59.3
2015,Total,25,0.00026,99448,26,99435,5794937,58.3
2015,Total,26,0.00026,99422,26,99409,5695502,57.3
2015,Total,27,0.00027,99396,27,99383,5596093,56.3
2015,Total,28,0.00029,99369,28,99355,5496710,55.3
2015,Total,29,0.0003,99341,30,99326,5397355,54.3
2015,Total,30,0.00032,99311,32,99295,5298029,53.3
2015,Total,31,0.00034,99279,34,99262,5198734,52.4
2015,Total,32,0.00036,99245,36,99227,5099472,51.4
2015,Total,33,0.00039,99209,38,99190,5000245,50.4
2015,Total,34,0.00041,99171,41,99151,4901055,49.4
2015,Total,35,0.00043,99130,43,99109,4801905,48.4
2015,Total,36,0.00046,99087,46,99064,4702796,47.5
2015,Total,37,0.00051,99041,50,99016,4603732,46.5
2015,Total,38,0.00057,98991,56,98963,4504716,45.5
2015,Total,39,0.00065,98935,64,98903,4405753,44.5
2015,Total,40,0.00073,98871,72,98835,4306850,43.6
2015,Total,41,0.00082,98799,81,98759,4208015,42.6
2015,Total,42,0.00091,98718,90,98673,4109257,41.6
2015,Total,43,0.00101,98628,99,98579,4010584,40.7
2015,Total,44,0.00112,98529,110,98474,3912005,39.7
2015,Total,45,0.00122,98419,120,98359,3813531,38.7
2015,Total,46,0.00134,98299,132,98233,3715172,37.8
2015,Total,47,0.00148,98167,145,98095,3616939,36.8
